_input,_num,_widgetName,_source,_resultNumber,_pageUrl,teams,score,odds,result,logo
,537,coversWithOT,coversWithOT,537,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883017.html,HOU; SAC,,113; 109,,-1; 198
,538,coversWithOT,coversWithOT,538,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883085.html,UTA; CHAR,86; 104,194.5; -3.5,Under: 190; Cover: +14.5,Under: 190; Cover: +14.5
,539,coversWithOT,coversWithOT,539,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883039.html,CHI; MIA,93; 75,-7; 194,Cover: +11; Under: 168,Cover: +11; Under: 168
,540,coversWithOT,coversWithOT,540,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883113.html,CHAR; MIL,108; 101,5.5; 197,Cover: +12.5; Over: 209,Cover: +12.5; Over: 209
,541,coversWithOT,coversWithOT,541,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865348.html,CHAR; WAS,,94; 88,,5.5; 191
,542,coversWithOT,coversWithOT,542,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883041.html,LAL; MIN,100; 94,-4; 212,Cover: +2; Under: 194,Cover: +2; Under: 194
,543,coversWithOT,coversWithOT,543,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883042.html,PHO; OKC,88; 112,211; -7.5,Under: 200; Cover: +16.5,Under: 200; Cover: +16.5
,544,coversWithOT,coversWithOT,544,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883044.html,SA; DEN,99; 91,-5; 203,Cover: +3; Under: 190,Cover: +3; Under: 190
,545,coversWithOT,coversWithOT,545,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883040.html,UTA; WAS,84; 93,11; 193.5,Cover: +2; Under: 177,Cover: +2; Under: 177
,546,coversWithOT,coversWithOT,546,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883038.html,GS; NO,,128; 122,,205.5; 6.5
,547,coversWithOT,coversWithOT,547,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883043.html,TOR; NY,,95; 90,,200.5; 6.5
,548,coversWithOT,coversWithOT,548,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883086.html,ATL; HOU,104; 97,5; 198,Cover: +12; Over: 201,Cover: +12; Over: 201
,549,coversWithOT,coversWithOT,549,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883089.html,MIL; LAC,102; 106,10; 210,Cover: +6; Under: 208,Cover: +6; Under: 208
,550,coversWithOT,coversWithOT,550,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883087.html,SA; DAL,93; 99,11; 206,Cover: +5; Under: 192,Cover: +5; Under: 192
,551,coversWithOT,coversWithOT,551,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883088.html,IND; DEN,73; 76,3; 200,Push; Under: 149,Push; Under: 149
,552,coversWithOT,coversWithOT,552,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883083.html,PHO; NY,99; 90,-6; 199.5,Cover: +3; Under: 189,Cover: +3; Under: 189
,553,coversWithOT,coversWithOT,553,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883084.html,POR; NO,114; 88,5.5; 205.5,Cover: +31.5; Under: 202,Cover: +31.5; Under: 202
,554,coversWithOT,coversWithOT,554,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883110.html,LAC; ATL,104; 107,209; -1.5,Over: 211; Cover: +1.5,Over: 211; Cover: +1.5
,555,coversWithOT,coversWithOT,555,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883114.html,POR; OKC,,115; 111,,4.5; 201
,556,coversWithOT,coversWithOT,556,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883112.html,PHI; MIA,91; 87,7.5; 192,Cover: +11.5; Under: 178,Cover: +11.5; Under: 178
,557,coversWithOT,coversWithOT,557,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883107.html,NO; IND,84; 96,194.5; 1.5,Under: 180; Cover: +13.5,Under: 180; Cover: +13.5
,558,coversWithOT,coversWithOT,558,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883109.html,CHI; WAS,99; 91,2.5; 197.5,Cover: +10.5; Under: 190,Cover: +10.5; Under: 190
,559,coversWithOT,coversWithOT,559,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883106.html,MIN; CLE,104; 125,210.5; -14,Over: 229; Cover: +7,Over: 229; Cover: +7
,560,coversWithOT,coversWithOT,560,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883116.html,GS; LAL,105; 115,216.5; 10,Over: 220; Cover: +20,Over: 220; Cover: +20
,561,coversWithOT,coversWithOT,561,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883115.html,DAL; PHO,115; 124,216.5; -1.5,Over: 239; Cover: +7.5,Over: 239; Cover: +7.5
,562,coversWithOT,coversWithOT,562,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883111.html,DEN; BK,96; 102,200; -4,Under: 198; Cover: +2,Under: 198; Cover: +2
,563,coversWithOT,coversWithOT,563,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883108.html,BOS; ORL,95; 100,198; -2,Under: 195; Cover: +3,Under: 195; Cover: +3
,564,coversWithOT,coversWithOT,564,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865346.html,BK; ORL,111; 115,191.5; 5,Over: 226; Cover: +9,Over: 226; Cover: +9
,565,coversWithOT,coversWithOT,565,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865350.html,MIA; MEM,102; 107,180; -4.5,Over: 209; Cover: +0.5,Over: 209; Cover: +0.5
,566,coversWithOT,coversWithOT,566,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865345.html,DET; CLE,100; 122,206.5; -7,Over: 222; Cover: +15,Over: 222; Cover: +15
,567,coversWithOT,coversWithOT,567,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865354.html,HOU; DEN,116; 123,223; 2,Over: 239; Cover: +9,Over: 239; Cover: +9
,568,coversWithOT,coversWithOT,568,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865355.html,SAC; POR,99; 100,13.5; 199.5,Cover: +12.5; Under: 199,Cover: +12.5; Under: 199
,569,coversWithOT,coversWithOT,569,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865349.html,BOS; ATL,97; 105,204; -7,Under: 202; Cover: +1,Under: 202; Cover: +1
,570,coversWithOT,coversWithOT,570,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865351.html,IND; MIL,104; 102,-1; 185.5,Cover: +1; Over: 206,Cover: +1; Over: 206
,571,coversWithOT,coversWithOT,571,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865356.html,OKC; LAC,107; 101,3.5; 212,Cover: +9.5; Under: 208,Cover: +9.5; Under: 208
,572,coversWithOT,coversWithOT,572,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865347.html,PHI; TOR,114; 125,13.5; 207.5,Cover: +2.5; Over: 239,Cover: +2.5; Over: 239
,573,coversWithOT,coversWithOT,573,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865353.html,PHO; NO,94; 88,207; 9,Under: 182; Cover: +3,Under: 182; Cover: +3
,574,coversWithOT,coversWithOT,574,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865352.html,CHI; MIN,102; 87,-3; 192.5,Cover: +12; Under: 189,Cover: +12; Under: 189
,575,coversWithOT,coversWithOT,575,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864508.html,LAC; BK,93; 102,198.5; 1,Under: 195; Cover: +10,Under: 195; Cover: +10
,576,coversWithOT,coversWithOT,576,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864991.html,BK; UTA,105; 99,-4; 190.5,Cover: +2; Over: 204,Cover: +2; Over: 204
,577,coversWithOT,coversWithOT,577,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865365.html,PHI; MEM,95; 117,201.5; -14.5,Over: 212; Cover: +7.5,Over: 212; Cover: +7.5
,578,coversWithOT,coversWithOT,578,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864509.html,HOU; POR,104; 111,213; -2,Over: 215; Cover: +5,Over: 215; Cover: +5
,579,coversWithOT,coversWithOT,579,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864987.html,WAS; ATL,114; 97,1; 203,Cover: +18; Over: 211,Cover: +18; Over: 211
,580,coversWithOT,coversWithOT,580,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864988.html,IND; MIN,91; 104,195; 3,Push; Cover: +16,Push; Cover: +16
,581,coversWithOT,coversWithOT,581,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864985.html,ORL; CLE,93; 101,197.5; -5.5,Under: 194; Cover: +2.5,Under: 194; Cover: +2.5
,582,coversWithOT,coversWithOT,582,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864992.html,SA; POR,111; 109,2.5; 209.5,Cover: +4.5; Over: 220,Cover: +4.5; Over: 220
,583,coversWithOT,coversWithOT,583,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864986.html,CHI; TOR,94; 92,3; 182.5,Cover: +5; Over: 186,Cover: +5; Over: 186
,584,coversWithOT,coversWithOT,584,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864984.html,DET; CHAR,98; 116,200.5; -2.5,Over: 214; Cover: +15.5,Over: 214; Cover: +15.5
,585,coversWithOT,coversWithOT,585,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864990.html,BOS; PHO,94; 100,203.5; -5.5,Under: 194; Cover: +0.5,Under: 194; Cover: +0.5
,586,coversWithOT,coversWithOT,586,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864994.html,HOU; LAL,134; 108,-8.5; 215,Cover: +17.5; Over: 242,Cover: +17.5; Over: 242
,587,coversWithOT,coversWithOT,587,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864993.html,GS; SAC,101; 92,-5; 207,Cover: +4; Under: 193,Cover: +4; Under: 193
,588,coversWithOT,coversWithOT,588,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864989.html,NY; NO,98; 91,3.5; 195,Cover: +10.5; Under: 189,Cover: +10.5; Under: 189
,589,coversWithOT,coversWithOT,589,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865361.html,CHAR; BOS,103; 106,192.5; 4,Over: 209; Cover: +7,Over: 209; Cover: +7
,590,coversWithOT,coversWithOT,590,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865371.html,GS; LAL,112; 95,-9.5; 221.5,Cover: +7.5; Under: 207,Cover: +7.5; Under: 207
,591,coversWithOT,coversWithOT,591,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865360.html,NY; TOR,108; 100,5.5; 194,Cover: +13.5; Over: 208,Cover: +13.5; Over: 208
,592,coversWithOT,coversWithOT,592,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865364.html,DET; CHI,98; 106,10; 192.5,Cover: +2; Over: 204,Cover: +2; Over: 204
,593,coversWithOT,coversWithOT,593,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865370.html,POR; UTA,111; 99,-8.5; 198,Cover: +3.5; Over: 210,Cover: +3.5; Over: 210
,594,coversWithOT,coversWithOT,594,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865369.html,PHO; SA,104; 112,205.5; -4,Over: 216; Cover: +4,Over: 216; Cover: +4
,595,coversWithOT,coversWithOT,595,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865368.html,CLE; MIL,116; 119,207.5; 4.5,Over: 235; Cover: +7.5,Over: 235; Cover: +7.5
,596,coversWithOT,coversWithOT,596,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865367.html,NO; OKC,94; 116,205; -15.5,Over: 210; Cover: +6.5,Over: 210; Cover: +6.5
,597,coversWithOT,coversWithOT,597,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865363.html,IND; MIA,86; 98,181.5; -5.5,Over: 184; Cover: +6.5,Over: 184; Cover: +6.5
,598,coversWithOT,coversWithOT,598,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865366.html,HOU; MIN,110; 112,218; -1,Over: 222; Cover: +1,Over: 222; Cover: +1
,599,coversWithOT,coversWithOT,599,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865359.html,WAS; ORL,96; 86,-7.5; 194,Cover: +2.5; Under: 182,Cover: +2.5; Under: 182
,600,coversWithOT,coversWithOT,600,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865362.html,ATL; BK,93; 88,4; 198.5,Cover: +9; Under: 181,Cover: +9; Under: 181
,601,coversWithOT,coversWithOT,601,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865077.html,UTA; MIL,88; 114,196; -1,Over: 202; Cover: +25,Over: 202; Cover: +25
,602,coversWithOT,coversWithOT,602,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865028.html,BOS; UTA,98; 110,191.5; -4,Over: 208; Cover: +8,Over: 208; Cover: +8
,603,coversWithOT,coversWithOT,603,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865076.html,CHAR; MIA,107; 124,197; -11.5,Over: 231; Cover: +5.5,Over: 231; Cover: +5.5
,604,coversWithOT,coversWithOT,604,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865079.html,LAL; POR,107; 106,12; 222.5,Cover: +13; Under: 213,Cover: +13; Under: 213
,605,coversWithOT,coversWithOT,605,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865073.html,MEM; WAS,110; 104,-2; 191,Cover: +4; Over: 214,Cover: +4; Over: 214
,606,coversWithOT,coversWithOT,606,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865080.html,NO; SAC,89; 96,204.5; -4.5,Under: 185; Cover: +2.5,Under: 185; Cover: +2.5
,607,coversWithOT,coversWithOT,607,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865074.html,CHI; BK,80; 96,187; -3.5,Under: 176; Cover: +12.5,Under: 176; Cover: +12.5
,608,coversWithOT,coversWithOT,608,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865078.html,MIN; DEN,132; 128,216; 5.5,Over: 260; Cover: +1.5,Over: 260; Cover: +1.5
,609,coversWithOT,coversWithOT,609,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865075.html,NY; DET,85; 96,209.5; -4,Under: 181; Cover: +7,Under: 181; Cover: +7
,610,coversWithOT,coversWithOT,610,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865024.html,MIL; PHI,130; 110,-3; 210.5,Cover: +17; Over: 240,Cover: +17; Over: 240
,611,coversWithOT,coversWithOT,611,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865026.html,DAL; NY,110; 108,206.5; 2.5,Over: 218; Cover: +0.5,Over: 218; Cover: +0.5
,612,coversWithOT,coversWithOT,612,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865025.html,GS; DET,104; 96,-3.5; 207.5,Cover: +4.5; Under: 200,Cover: +4.5; Under: 200
,613,coversWithOT,coversWithOT,613,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865027.html,LAC; NO,123; 110,-4.5; 208.5,Cover: +8.5; Over: 233,Cover: +8.5; Over: 233
,614,coversWithOT,coversWithOT,614,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882837.html,LAL; ATL,114; 109,8.5; 211.5,Cover: +13.5; Over: 223,Cover: +13.5; Over: 223
,615,coversWithOT,coversWithOT,615,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883048.html,CHI; ATL,86; 93,196; -2.5,Under: 179; Cover: +4.5,Under: 179; Cover: +4.5
,616,coversWithOT,coversWithOT,616,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882893.html,TOR; ATL,126; 115,-3.5; 204.5,Cover: +7.5; Over: 241,Cover: +7.5; Over: 241
,617,coversWithOT,coversWithOT,617,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882838.html,NY; MIL,113; 117,193; -1.5,Over: 230; Cover: +2.5,Over: 230; Cover: +2.5
,618,coversWithOT,coversWithOT,618,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882929.html,NO; SAC,106; 100,3; 204,Cover: +9; Over: 206,Cover: +9; Over: 206
,619,coversWithOT,coversWithOT,619,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882839.html,OKC; UTA,81; 98,186; -3,Under: 179; Cover: +14,Under: 179; Cover: +14
,620,coversWithOT,coversWithOT,620,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883047.html,BOS; PHI,105; 87,-5; 204.5,Cover: +13; Under: 192,Cover: +13; Under: 192
